"tutor","country","availability","tutor_category","school_level","school_year","school_type","course_name"
"2420897858","nl","true","2","Groep 1 t/m 8",,"Basisschool","Rekenen"
"2420897858","nl","true","2","Havo","2","Middelbare school","Rekenen"
"2420897858","nl","true","2","Vmbo","4","Middelbare school","Rekenen"
"2420897858","nl","true","2","Vwo","5","Middelbare school","Rekenen"
"2420897858","nl","true","2","Vmbo","3","Middelbare school","Rekenen"
"2420897858","nl","true","2","Havo","5","Middelbare school","Rekenen"
"2420897858","nl","true","2","Havo","4","Middelbare school","Rekenen"
"2420897858","nl","true","2","Vwo","6","Middelbare school","Rekenen"
"2420897858","nl","true","2","Havo","1","Middelbare school","Rekenen"
"2420897858","nl","true","2","Vwo","1","Middelbare school","Rekenen"
"2420897858","nl","true","2","Havo","3","Middelbare school","Rekenen"
"2420897858","nl","true","2","Vwo","5","Middelbare school","Wiskunde A/C"
"2420897858","nl","true","2","Vwo","4","Middelbare school","Wiskunde A/C"
"2420897858","nl","true","2","Havo","5","Middelbare school","Wiskunde A/C"
"2420897858","nl","true","2","Vwo","6","Middelbare school","Wiskunde A/C"
"2420897858","nl","true","2","Havo","4","Middelbare school","Wiskunde A/C"
"2420897858","nl","true","2","Havo","5","Middelbare school","Wiskunde B"
"2420897858","nl","true","2","Havo","4","Middelbare school","Wiskunde B"
"2420897858","nl","true","2","Vwo","4","Middelbare school","Wiskunde B"
"2420897858","nl","true","2","Vwo","6","Middelbare school","Wiskunde B"
"2420897858","nl","true","2","Vwo","5","Middelbare school","Wiskunde B"
"2420897858","nl","true","2","Havo","1","Middelbare school","Wiskunde onderbouw"
"2420897858","nl","true","2","Vmbo","3","Middelbare school","Wiskunde onderbouw"
"2420897858","nl","true","2","Vwo","3","Middelbare school","Wiskunde onderbouw"
"2420897858","nl","true","2","Vmbo","4","Middelbare school","Wiskunde onderbouw"
"2420897858","nl","true","2","Vmbo","1","Middelbare school","Wiskunde onderbouw"
"2420897858","nl","true","2","Havo","2","Middelbare school","Wiskunde onderbouw"
"2420897858","nl","true","2","Vmbo","2","Middelbare school","Wiskunde onderbouw"
"2420897858","nl","true","2","Vwo","1","Middelbare school","Wiskunde onderbouw"
"2420897858","nl","true","2","Havo","3","Middelbare school","Wiskunde onderbouw"
"2420897858","nl","true","2","Vwo","2","Middelbare school","Wiskunde onderbouw"
"2421933428","nl","true","2","Groep 1 t/m 8",,"Basisschool","Biologie"
"2421933428","nl","true","2","Vmbo","2","Middelbare school","Duits"
"2421933428","nl","true","2","Havo","3","Middelbare school","Duits"
"2421933428","nl","true","2","Vmbo","3","Middelbare school","Duits"
"2421933428","nl","true","2","Vwo","2","Middelbare school","Duits"
"2421933428","nl","true","2","Vwo","3","Middelbare school","Duits"
"2421933428","nl","true","2","Vmbo","4","Middelbare school","Duits"
"2421933428","nl","true","2","Havo","1","Middelbare school","Duits"
"2421933428","nl","true","2","Vwo","1","Middelbare school","Duits"
"2421933428","nl","true","2","Vmbo","1","Middelbare school","Duits"
"2421933428","nl","true","2","Havo","2","Middelbare school","Duits"
"2421933428","nl","true","2","Groep 1 t/m 8",,"Basisschool","Engels"
"2421933428","nl","true","2","Vmbo","2","Middelbare school","Nederlands"
"2421933428","nl","true","2","Vmbo","3","Middelbare school","Nederlands"
"2421933428","nl","true","2","Vmbo","1","Middelbare school","Nederlands"
"2421933428","nl","true","2","Groep 1 t/m 8",,"Basisschool","Nederlands"
"2421933428","nl","true","2","Havo","5","Middelbare school","Nederlands"
"2421933428","nl","true","2","Vwo","6","Middelbare school","Nederlands"
"2421933428","nl","true","2","Havo","4","Middelbare school","Nederlands"
"2421933428","nl","true","2","Havo","3","Middelbare school","Nederlands"
"2421933428","nl","true","2","Havo","2","Middelbare school","Nederlands"
"2421933428","nl","true","2","Vwo","5","Middelbare school","Nederlands"
"2421933428","nl","true","2","Havo","1","Middelbare school","Nederlands"
"2421933428","nl","true","2","Vwo","3","Middelbare school","Nederlands"
"2421933428","nl","true","2","Vwo","4","Middelbare school","Nederlands"
"2421933428","nl","true","2","Vmbo","4","Middelbare school","Nederlands"
"2421933428","nl","true","2","Vwo","2","Middelbare school","Nederlands"
"2421933428","nl","true","2","Vwo","1","Middelbare school","Nederlands"
"2421933428","nl","true","2","Havo","4","Middelbare school","Rekenen"
"2421933428","nl","true","2","Havo","5","Middelbare school","Rekenen"
"2421933428","nl","true","2","Vwo","1","Middelbare school","Rekenen"
"2421933428","nl","true","2","Groep 1 t/m 8",,"Basisschool","Rekenen"
"2421933428","nl","true","2","Vwo","4","Middelbare school","Rekenen"
"2421933428","nl","true","2","Havo","3","Middelbare school","Rekenen"
"2421933428","nl","true","2","Vwo","5","Middelbare school","Rekenen"
"2421933428","nl","true","2","Vwo","3","Middelbare school","Rekenen"
"2421933428","nl","true","2","Vmbo","3","Middelbare school","Rekenen"
"2421933428","nl","true","2","Vwo","6","Middelbare school","Rekenen"
"2421933428","nl","true","2","Vmbo","1","Middelbare school","Rekenen"
"2421933428","nl","true","2","Havo","1","Middelbare school","Rekenen"
"2421933428","nl","true","2","Vwo","2","Middelbare school","Rekenen"
"2421933428","nl","true","2","Vmbo","2","Middelbare school","Rekenen"
"2421933428","nl","true","2","Havo","2","Middelbare school","Rekenen"
"2421933428","nl","true","2","Vmbo","4","Middelbare school","Rekenen"
"2422608540","nl","true","1","Vwo","3","Middelbare school","Biologie"
"2422608540","nl","true","1","Groep 1 t/m 8",,"Basisschool","Biologie"
"2422608540","nl","true","1","Vmbo","4","Middelbare school","Biologie"
"2422608540","nl","true","1","Vwo","2","Middelbare school","Biologie"
"2422608540","nl","true","1","Vmbo","1","Middelbare school","Biologie"
"2422608540","nl","true","1","Vwo","1","Middelbare school","Biologie"
"2422608540","nl","true","1","Havo","1","Middelbare school","Biologie"
"2422608540","nl","true","1","Vmbo","2","Middelbare school","Biologie"
"2422608540","nl","true","1","Havo","3","Middelbare school","Biologie"
"2422608540","nl","true","1","Havo","2","Middelbare school","Biologie"
"2422608540","nl","true","1","Havo","4","Middelbare school","Biologie"
"2422608540","nl","true","1","Vmbo","3","Middelbare school","Biologie"
"2422608540","nl","true","1","Groep 1 t/m 8",,"Basisschool","Engels"
"2422608540","nl","true","1","Vmbo","3","Middelbare school","Frans"
"2422608540","nl","true","1","Vwo","1","Middelbare school","Frans"
"2422608540","nl","true","1","Havo","2","Middelbare school","Frans"
"2422608540","nl","true","1","Vwo","3","Middelbare school","Frans"
"2422608540","nl","true","1","Havo","1","Middelbare school","Frans"
"2422608540","nl","true","1","Vwo","2","Middelbare school","Frans"
"2422608540","nl","true","1","Havo","3","Middelbare school","Frans"
"2422608540","nl","true","1","Vmbo","1","Middelbare school","Frans"
"2422608540","nl","true","1","Vmbo","2","Middelbare school","Frans"
"2422608540","nl","true","1","Vwo","1","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Havo","4","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Vmbo","1","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Havo","2","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Havo","1","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Havo","3","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Vmbo","3","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Vmbo","4","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Vwo","3","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Vmbo","2","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Vwo","2","Middelbare school","Natuurkunde"
"2422608540","nl","true","1","Vmbo","1","Middelbare school","Nederlands"
"2422608540","nl","true","1","Vwo","3","Middelbare school","Nederlands"
"2422608540","nl","true","1","Vmbo","2","Middelbare school","Nederlands"
"2422608540","nl","true","1","Havo","1","Middelbare school","Nederlands"
"2422608540","nl","true","1","Vmbo","3","Middelbare school","Nederlands"
"2422608540","nl","true","1","Vmbo","4","Middelbare school","Nederlands"
"2422608540","nl","true","1","Havo","3","Middelbare school","Nederlands"
"2422608540","nl","true","1","Vwo","1","Middelbare school","Nederlands"
"2422608540","nl","true","1","Havo","4","Middelbare school","Nederlands"
"2422608540","nl","true","1","Vwo","2","Middelbare school","Nederlands"
"2422608540","nl","true","1","Havo","2","Middelbare school","Nederlands"
"2422608540","nl","true","1","Groep 1 t/m 8",,"Basisschool","Nederlands"
"2422608540","nl","true","1","Groep 1 t/m 8",,"Basisschool","Rekenen"
"2422608540","nl","true","1","Havo","1","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Vmbo","2","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Vmbo","4","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Vwo","1","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Vmbo","1","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Havo","4","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Vwo","2","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Vwo","3","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Vmbo","3","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Havo","2","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Havo","3","Middelbare school","Scheikunde"
"2422608540","nl","true","1","Havo","5","Middelbare school","Wiskunde B"
"2422608540","nl","true","1","Havo","4","Middelbare school","Wiskunde B"
"2422608540","nl","true","1","Havo","3","Middelbare school","Wiskunde onderbouw"
"2422608540","nl","true","1","Vmbo","1","Middelbare school","Wiskunde onderbouw"
"2422608540","nl","true","1","Vmbo","4","Middelbare school","Wiskunde onderbouw"
"2422608540","nl","true","1","Vmbo","2","Middelbare school","Wiskunde onderbouw"
"2422608540","nl","true","1","Havo","1","Middelbare school","Wiskunde onderbouw"
"2422608540","nl","true","1","Vwo","2","Middelbare school","Wiskunde onderbouw"
"2422608540","nl","true","1","Havo","2","Middelbare school","Wiskunde onderbouw"
"2422608540","nl","true","1","Vwo","3","Middelbare school","Wiskunde onderbouw"
"2422608540","nl","true","1","Vwo","1","Middelbare school","Wiskunde onderbouw"
"2422608540","nl","true","1","Vmbo","3","Middelbare school","Wiskunde onderbouw"
"2422802044","de","true","2","Gymnasium","11","Weiterführende Schule","Englisch"
"2422802044","de","true","2","Gymnasium","13","Weiterführende Schule","Englisch"
"2422802044","de","true","2","Gymnasium","5","Weiterführende Schule","Englisch"
"2422802044","de","true","2","Gymnasium","6","Weiterführende Schule","Englisch"
"2422802044","de","true","2","Gymnasium","9","Weiterführende Schule","Englisch"
"2422802044","de","true","2","Gymnasium","10","Weiterführende Schule","Englisch"
"2422802044","de","true","2","Gymnasium","8","Weiterführende Schule","Englisch"
"2422802044","de","true","2","Gymnasium","7","Weiterführende Schule","Englisch"
"2422802044","de","true","2","Gymnasium","12","Weiterführende Schule","Englisch"
"2422802044","de","true","2","Realschule","6","Weiterführende Schule","Mathematik"
"2422802044","de","true","2","Gymnasium","5","Weiterführende Schule","Mathematik"
"2422802044","de","true","2","Gymnasium","7","Weiterführende Schule","Mathematik"
"2422802044","de","true","2","Realschule","5","Weiterführende Schule","Mathematik"
"2422802044","de","true","2","Realschule","7","Weiterführende Schule","Mathematik"
"2422802044","de","true","2","Gymnasium","6","Weiterführende Schule","Mathematik"
"2422802044","de","true","2","Gymnasium","10","Weiterführende Schule","Spanisch"
"2422802044","de","true","2","Gymnasium","11","Weiterführende Schule","Spanisch"
"2424591344","de","true","2","Grundschule",,"Grundschule","Deutsch"
"2424591344","de","true","2","Hauptschule","6","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Realschule","6","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Gymnasium","9","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Hauptschule","7","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Realschule","8","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Gymnasium","8","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Hauptschule","10","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Gymnasium","7","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Hauptschule","9","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Gymnasium","6","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Hauptschule","8","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Gymnasium","5","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Hauptschule","5","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Gymnasium","10","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Realschule","10","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Realschule","9","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Realschule","7","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Realschule","5","Weiterführende Schule","Deutsch"
"2424591344","de","true","2","Gymnasium","12","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Hauptschule","9","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Realschule","9","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Hauptschule","10","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Hauptschule","6","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Realschule","10","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Gymnasium","13","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Hauptschule","5","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Hauptschule","7","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Gymnasium","5","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Realschule","5","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Gymnasium","8","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Gymnasium","11","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Gymnasium","6","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Realschule","6","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Gymnasium","10","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Hauptschule","8","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Realschule","7","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Gymnasium","7","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Realschule","8","Weiterführende Schule","Englisch"
"2424591344","de","true","2","Gymnasium","9","Weiterführende Schule","Englisch"
"2425552057","nl","true","1","Groep 1 t/m 8",,"Basisschool","Engels"
"2425552057","nl","true","1","Havo","3","Middelbare school","Frans"
"2425552057","nl","true","1","Vmbo","2","Middelbare school","Frans"
"2425552057","nl","true","1","Vwo","1","Middelbare school","Frans"
"2425552057","nl","true","1","Vmbo","1","Middelbare school","Frans"
"2425552057","nl","true","1","Vwo","4","Middelbare school","Frans"
"2425552057","nl","true","1","Vmbo","4","Middelbare school","Frans"
"2425552057","nl","true","1","Havo","4","Middelbare school","Frans"
"2425552057","nl","true","1","Vmbo","3","Middelbare school","Frans"
"2425552057","nl","true","1","Havo","1","Middelbare school","Frans"
"2425552057","nl","true","1","Vwo","3","Middelbare school","Frans"
"2425552057","nl","true","1","Havo","2","Middelbare school","Frans"
"2425552057","nl","true","1","Vwo","2","Middelbare school","Frans"
"2425552057","nl","true","1","Vwo","3","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Vwo","5","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Vmbo","4","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Vmbo","3","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Vwo","2","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Vwo","1","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Vmbo","2","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Havo","2","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Havo","1","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Havo","3","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Havo","4","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Vmbo","1","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Vwo","4","Middelbare school","Huiswerkbegeleiding"
"2425552057","nl","true","1","Vmbo","1","Middelbare school","Nederlands"
"2425552057","nl","true","1","Vmbo","4","Middelbare school","Nederlands"
"2425552057","nl","true","1","Vmbo","2","Middelbare school","Nederlands"
"2425552057","nl","true","1","Vmbo","3","Middelbare school","Nederlands"
"2425552057","nl","true","1","Groep 1 t/m 8",,"Basisschool","Nederlands"
"2425552057","nl","true","1","Groep 1 t/m 8",,"Basisschool","Rekenen"
"2425552057","nl","true","1","Havo","4","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Havo","2","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Havo","3","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Vwo","3","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Vwo","1","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Vmbo","1","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Havo","1","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Vwo","5","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Vwo","6","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Vwo","4","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Vwo","2","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Havo","5","Middelbare school","Scheikunde"
"2425552057","nl","true","1","Vwo","6","Middelbare school","Wiskunde B"
"2425552057","nl","true","1","Havo","4","Middelbare school","Wiskunde B"
"2425552057","nl","true","1","Havo","5","Middelbare school","Wiskunde B"
"2425552057","nl","true","1","Vwo","4","Middelbare school","Wiskunde B"
"2425552057","nl","true","1","Vwo","5","Middelbare school","Wiskunde B"
"2425552057","nl","true","1","Vwo","3","Middelbare school","Wiskunde onderbouw"
"2425552057","nl","true","1","Havo","2","Middelbare school","Wiskunde onderbouw"
"2425552057","nl","true","1","Vwo","1","Middelbare school","Wiskunde onderbouw"
"2425552057","nl","true","1","Vwo","2","Middelbare school","Wiskunde onderbouw"
"2425552057","nl","true","1","Havo","1","Middelbare school","Wiskunde onderbouw"
"2425552057","nl","true","1","Havo","3","Middelbare school","Wiskunde onderbouw"
"2425809837","nl","true","3","Vwo","6","Middelbare school","Engels"
"2425809837","nl","true","3","Vmbo","4","Middelbare school","Engels"
"2425809837","nl","true","3","Vmbo","3","Middelbare school","Engels"
"2425809837","nl","true","3","Vwo","3","Middelbare school","Engels"
"2425809837","nl","true","3","Havo","2","Middelbare school","Engels"
"2425809837","nl","true","3","Vwo","4","Middelbare school","Engels"
"2425809837","nl","true","3","Vmbo","1","Middelbare school","Engels"
"2425809837","nl","true","3","Vwo","5","Middelbare school","Engels"
"2425809837","nl","true","3","Groep 1 t/m 8",,"Basisschool","Engels"
"2425809837","nl","true","3","Havo","3","Middelbare school","Engels"
"2425809837","nl","true","3","Vwo","1","Middelbare school","Engels"
"2425809837","nl","true","3","Vmbo","2","Middelbare school","Engels"
"2425809837","nl","true","3","Vwo","2","Middelbare school","Engels"
"2425809837","nl","true","3","Havo","4","Middelbare school","Engels"
"2425809837","nl","true","3","Havo","5","Middelbare school","Engels"
"2425809837","nl","true","3","Havo","1","Middelbare school","Engels"
"2426320268","nl","true","3","Vwo","5","Middelbare school","Biologie"
"2426320268","nl","true","3","Havo","4","Middelbare school","Biologie"
"2426320268","nl","true","3","Vwo","6","Middelbare school","Biologie"
"2426320268","nl","true","3","Vwo","3","Middelbare school","Biologie"
"2426320268","nl","true","3","Vmbo","2","Middelbare school","Biologie"
"2426320268","nl","true","3","Vmbo","4","Middelbare school","Biologie"
"2426320268","nl","true","3","Vwo","1","Middelbare school","Biologie"
"2426320268","nl","true","3","Havo","3","Middelbare school","Biologie"
"2426320268","nl","true","3","Vwo","2","Middelbare school","Biologie"
"2426320268","nl","true","3","Vmbo","3","Middelbare school","Biologie"
"2426320268","nl","true","3","Vmbo","1","Middelbare school","Biologie"
"2426320268","nl","true","3","Vwo","4","Middelbare school","Biologie"
"2426320268","nl","true","3","Havo","5","Middelbare school","Biologie"
"2426320268","nl","true","3","Havo","2","Middelbare school","Biologie"
"2426320268","nl","true","3","Havo","1","Middelbare school","Biologie"
"2426320268","nl","true","3","Havo","3","Middelbare school","Engels"
"2426320268","nl","true","3","Vmbo","3","Middelbare school","Engels"
"2426320268","nl","true","3","Vwo","3","Middelbare school","Engels"
"2426320268","nl","true","3","Havo","2","Middelbare school","Engels"
"2426320268","nl","true","3","Havo","5","Middelbare school","Engels"
"2426320268","nl","true","3","Vwo","5","Middelbare school","Engels"
"2426320268","nl","true","3","Vmbo","2","Middelbare school","Engels"
"2426320268","nl","true","3","Vwo","4","Middelbare school","Engels"
"2426320268","nl","true","3","Vwo","6","Middelbare school","Engels"
"2426320268","nl","true","3","Havo","4","Middelbare school","Engels"
"2426320268","nl","true","3","Vmbo","1","Middelbare school","Engels"
"2426320268","nl","true","3","Vmbo","4","Middelbare school","Engels"
"2426320268","nl","true","3","Vwo","2","Middelbare school","Engels"
"2426320268","nl","true","3","Vwo","1","Middelbare school","Engels"
"2426320268","nl","true","3","Havo","1","Middelbare school","Engels"
"2426320268","nl","true","3","Havo","5","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vwo","1","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vmbo","1","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vwo","2","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vmbo","2","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vwo","5","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Havo","3","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vwo","6","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vmbo","3","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Havo","2","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vmbo","4","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Havo","4","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vwo","4","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Havo","1","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vwo","3","Middelbare school","Huiswerkbegeleiding"
"2426320268","nl","true","3","Vmbo","1","Middelbare school","Nask"
"2426320268","nl","true","3","Havo","1","Middelbare school","Nask"
"2426320268","nl","true","3","Vwo","3","Middelbare school","Nask"
"2426320268","nl","true","3","Vmbo","3","Middelbare school","Nask"
"2426320268","nl","true","3","Vmbo","4","Middelbare school","Nask"
"2426320268","nl","true","3","Havo","3","Middelbare school","Nask"
"2426320268","nl","true","3","Vwo","2","Middelbare school","Nask"
"2426320268","nl","true","3","Havo","2","Middelbare school","Nask"
"2426320268","nl","true","3","Vwo","1","Middelbare school","Nask"
"2426320268","nl","true","3","Vmbo","2","Middelbare school","Nask"
"2426320268","nl","true","3","Vwo","1","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Havo","1","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Vwo","4","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Vmbo","3","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Havo","3","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Vwo","3","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Vwo","2","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Vmbo","2","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Havo","2","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Havo","4","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Vmbo","1","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Vmbo","4","Middelbare school","Natuurkunde"
"2426320268","nl","true","3","Havo","4","Middelbare school","Nederlands"
"2426320268","nl","true","3","Havo","5","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vwo","6","Middelbare school","Nederlands"
"2426320268","nl","true","3","Havo","1","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vwo","2","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vmbo","1","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vwo","3","Middelbare school","Nederlands"
"2426320268","nl","true","3","Havo","2","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vwo","4","Middelbare school","Nederlands"
"2426320268","nl","true","3","Havo","3","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vmbo","2","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vmbo","3","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vmbo","4","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vwo","1","Middelbare school","Nederlands"
"2426320268","nl","true","3","Vwo","5","Middelbare school","Nederlands"
"2426320268","nl","true","3","Havo","3","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vmbo","3","Middelbare school","Rekenen"
"2426320268","nl","true","3","Havo","4","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vwo","2","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vwo","1","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vwo","4","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vmbo","4","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vwo","6","Middelbare school","Rekenen"
"2426320268","nl","true","3","Havo","1","Middelbare school","Rekenen"
"2426320268","nl","true","3","Havo","5","Middelbare school","Rekenen"
"2426320268","nl","true","3","Havo","2","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vmbo","1","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vmbo","2","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vwo","5","Middelbare school","Rekenen"
"2426320268","nl","true","3","Vwo","3","Middelbare school","Rekenen"
"2426320268","nl","true","3","Havo","3","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Vmbo","1","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Havo","1","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Vmbo","3","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Vwo","1","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Vwo","2","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Vwo","3","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Havo","2","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Vwo","4","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Vmbo","2","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Vmbo","4","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Havo","4","Middelbare school","Scheikunde"
"2426320268","nl","true","3","Vwo","4","Middelbare school","Wiskunde A/C"
"2426320268","nl","true","3","Vwo","6","Middelbare school","Wiskunde A/C"
"2426320268","nl","true","3","Havo","5","Middelbare school","Wiskunde A/C"
"2426320268","nl","true","3","Vwo","5","Middelbare school","Wiskunde A/C"
"2426320268","nl","true","3","Havo","4","Middelbare school","Wiskunde A/C"
"2426320268","nl","true","3","Havo","4","Middelbare school","Wiskunde B"
"2426320268","nl","true","3","Vwo","4","Middelbare school","Wiskunde B"
"2426320268","nl","true","3","Vmbo","4","Middelbare school","Wiskunde onderbouw"
"2426320268","nl","true","3","Vmbo","2","Middelbare school","Wiskunde onderbouw"
"2426320268","nl","true","3","Vmbo","3","Middelbare school","Wiskunde onderbouw"
"2426320268","nl","true","3","Vwo","1","Middelbare school","Wiskunde onderbouw"
"2426320268","nl","true","3","Havo","2","Middelbare school","Wiskunde onderbouw"
